Time,Amount
40703.0,66.0
40703.0,12.0
40703.0,158.0
40703.0,13.9
40705.0,57.9
40706.0,114.53
40706.0,28.3
40706.0,35.04
40706.0,1.98
40706.0,9.42
40707.0,301.3
40707.0,12.0
40707.0,0.76
40707.0,258.0
40708.0,71.47
40708.0,29.9
40708.0,30.0
40709.0,7.4
40709.0,1.0
40710.0,1.0
40710.0,35.35
40711.0,38.43
40711.0,0.0
40713.0,145.0
40713.0,179.23
40713.0,1.29
40714.0,138.0
40714.0,7.08
40714.0,87.82
40715.0,207.84
40715.0,10.0
40715.0,70.0
40715.0,1.98
40716.0,60.85
40716.0,142.93
40716.0,1.0
40716.0,24.21
40717.0,30.27
40717.0,51.42
40718.0,9.82
40719.0,20.0
40720.0,1018.56
40721.0,349.2
40721.0,79.0
40723.0,29.95
40723.0,1.61
40725.0,39.0
40725.0,25.0
40726.0,68.0
40726.0,1.0
40726.0,0.76
40726.0,25.0
40727.0,1.0
40728.0,11.9
40728.0,217.74
40729.0,2.67
40729.0,12.9
40730.0,150.0
40730.0,14.9
40730.0,0.76
40730.0,350.0
40731.0,45.55
40732.0,79.89
40733.0,79.5
40733.0,14.05
40733.0,62.39
40733.0,39.4
40733.0,237.31
40733.0,67.31
40734.0,15.0
40734.0,3.0
40735.0,30.0
40735.0,0.76
40736.0,4.48
40736.0,59.84
40736.0,60.8
40737.0,144.28
40738.0,10.0
40738.0,43.47
40738.0,15.99
40739.0,18.32
40739.0,6.61
40740.0,0.76
40741.0,74.43
40741.0,0.89
40742.0,120.0
40742.0,1.0
40742.0,98.0
40742.0,57.0
40743.0,23.27
40744.0,47.92
40744.0,26.35
40744.0,31.05
40745.0,10.43
40745.0,24.68
40746.0,32.03
40746.0,94.0
40747.0,44.0
40747.0,11.99
40747.0,131.1
40747.0,1.79
40747.0,74.9
40747.0,64.99
40748.0,339.0
40748.0,15.93
40748.0,356.46
40749.0,0.02
40749.0,2.97
40749.0,42.81
40749.0,146.81
40750.0,74.35
40750.0,4.99
40752.0,158.0
40752.0,21.27
40752.0,1.0
40752.0,130.0
40752.0,1.0
40753.0,12.28
40754.0,73.85
40754.0,62.02
40754.0,19.95
40754.0,6.99
40754.0,329.6
40754.0,46.84
40754.0,174.12
40755.0,6.66
40755.0,47.9
40755.0,38.42
40756.0,5.36
40756.0,179.0
40756.0,1.29
40757.0,109.99
40758.0,117.0
40758.0,227.95
40758.0,515.0
40758.0,62.0
40761.0,1442.69
40761.0,74.02
40762.0,99.0
40763.0,12.31
40764.0,23.42
40764.0,63.97
40765.0,187.66
40765.0,7.0
40765.0,7.9
40765.0,1.49
40765.0,75.9
40766.0,10.94
40766.0,428.54
40766.0,125.0
40766.0,21.62
40767.0,48.0
40767.0,162.48
40767.0,15.0
40769.0,20.0
40769.0,11.5
40769.0,71.24
40769.0,249.0
40771.0,3.69
40771.0,16.4
40771.0,3.28
40771.0,284.99
40772.0,2.99
40773.0,36.99
40773.0,6.84
40774.0,16.14
40774.0,0.89
40774.0,78.0
40774.0,8.68
40775.0,14.55
40775.0,90.0
40775.0,748.56
40775.0,78.0
40775.0,89.99
40775.0,259.96
40776.0,10.99
40776.0,165.0
40776.0,60.0
40776.0,823.66
40776.0,59.7
40776.0,11.5
40777.0,22.82
40777.0,22.75
40777.0,20.0
40777.0,35.15
40777.0,55.32
40777.0,22.82
40778.0,215.09
40779.0,39.02
40779.0,2.17
40780.0,74.87
40780.0,62.5
40780.0,2.69
40781.0,20.0
40781.0,69.12
40781.0,1.0
40782.0,10.65
40783.0,1.0
40783.0,26.59
40784.0,166.2
40784.0,7.07
40784.0,18.35
40785.0,1.5
40785.0,209.03
40786.0,1.0
40787.0,0.9
40787.0,63.0
40788.0,9.99
40788.0,9.99
40789.0,180.0
40789.0,0.76
40790.0,1.98
40790.0,20.49
40790.0,45.0
40791.0,1.84
40791.0,1.0
40791.0,56.99
40791.0,19.99
40791.0,2.0
40792.0,45.55
40792.0,119.32
40792.0,8.49
40793.0,30.06
40793.0,165.0
40794.0,251.99
40794.0,2500.0
40795.0,19.63
40795.0,69.0
40796.0,0.01
40796.0,13.9
40796.0,5.89
40796.0,5.29
40797.0,54.0
40797.0,45.5
40797.0,100.0
40797.0,1.0
40797.0,9.98
40798.0,30.0
40799.0,8.99
40800.0,10.65
40800.0,179.28
40801.0,244.9
40801.0,110.0
40801.0,152.0
40802.0,319.0
40802.0,32.9
40803.0,86.95
40803.0,75.98
40804.0,369.05
40805.0,299.0
40806.0,0.76
40806.0,29.0
40806.0,73.5
40806.0,1.0
40806.0,15.0
40807.0,431.43
40807.0,0.76
40807.0,72.6
40807.0,88.72
40808.0,533.7
40808.0,172.22
40809.0,148.64
40809.0,49.95
40810.0,1.29
40810.0,4.49
40811.0,0.76
40811.0,0.0
40812.0,259.55
40812.0,209.03
40812.0,9.98
40812.0,149.38
40812.0,1.79
40813.0,6.06
40813.0,122.13
40814.0,110.0
40814.0,117.29
40815.0,80.62
40815.0,50.0
40815.0,8.0
40816.0,18.9
40817.0,350.0
40817.0,119.0
40817.0,32.9
40817.0,448.0
40818.0,6.57
40819.0,73.15
40819.0,12.0
40819.0,23.91
40819.0,0.89
40820.0,992.9
40820.0,5.85
40820.0,36.09
40820.0,9.99
40821.0,1.38
40821.0,675.49
40821.0,90.52
40821.0,7.24
40821.0,16.24
40822.0,29.0
40822.0,22.22
40823.0,107.29
40823.0,28.61
40823.0,9.32
40824.0,1.0
40824.0,4.42
40824.0,5.55
40824.0,1.98
40825.0,1318.24
40825.0,49.95
40826.0,30.98
40826.0,75.22
40828.0,0.76
40828.0,170.0
40829.0,188.22
40835.0,5.37
40835.0,1131.81
40835.0,181.5
40835.0,4.96
40836.0,36.29
40837.0,0.89
40837.0,124.5
40838.0,60.67
40838.0,20.0
40838.0,274.8
40838.0,24.94
40838.0,79.0
40838.0,179.0
40838.0,105.27
40839.0,79.0
40839.0,9.99
40839.0,58.5
40839.0,69.37
40840.0,18.95
40840.0,0.0
40840.0,144.0
40841.0,9.99
40842.0,21.49
40843.0,179.0
40844.0,1.18
40844.0,1.29
40845.0,1.43
40845.0,10.0
40845.0,0.89
40845.0,1429.0
40846.0,6.0
40846.0,19.99
40846.0,142.22
40848.0,71.8
40848.0,3.72
40848.0,58.85
40849.0,24.99
40849.0,31.9
40850.0,48.4
40850.0,177.44
40852.0,0.0
40852.0,78.0
40852.0,11.99
40852.0,39.0
40852.0,15.0
40852.0,1.98
40853.0,1.0
40853.0,97.12
40854.0,61.0
40854.0,1.0
40854.0,18.65
40855.0,144.0
40856.0,12.25
40856.0,86.12
40857.0,311.0
40857.0,69.67
40858.0,1.0
40858.0,8.36
40859.0,57.0
40859.0,60.0
40859.0,11.4
40861.0,12.0
40861.0,59.95
40861.0,319.0
40861.0,912.79
40862.0,14.9
40862.0,396.9
40862.0,87.78
40862.0,1.29
40863.0,49.0
40864.0,1.0
40864.0,387.79
40865.0,14.28
40865.0,28.0
40865.0,144.0
40865.0,74.0
40866.0,0.76
40866.0,53.6
40866.0,49.77
40866.0,10.0
40867.0,60.98
40867.0,1.0
40868.0,55.74
40868.0,20.0
40869.0,53.0
40869.0,47.49
40869.0,29.99
40869.0,2.7
40869.0,5.0
40869.0,0.89
40871.0,1.78
40873.0,50.06
40873.0,568.0
40873.0,7.07
40873.0,52.88
40874.0,44.5
40874.0,0.0
40875.0,4.0
40876.0,135.97
40876.0,52.4
40876.0,6.95
40876.0,97.59
40877.0,1.0
40877.0,4.49
40879.0,29.67
40879.0,35.8
40880.0,1.98
40881.0,24.0
40881.0,133.8
40881.0,47.51
40881.0,26.0
40881.0,55.94
40882.0,276.0
40883.0,1.0
40883.0,29.99
40883.0,113.1
40883.0,53.0
40883.0,47.5
40884.0,1319.74
40884.0,5.89
40884.0,1.98
40885.0,19.02
40885.0,35.09
40885.0,8.64
40885.0,18.04
40886.0,52.45
40886.0,50.34
40886.0,473.15
40886.0,215.09
40886.0,137.85
40887.0,34.0
40887.0,2.31
40888.0,975.97
40888.0,1.0
40888.0,30.0
40889.0,9.99
40889.0,3.87
40889.0,28.75
40890.0,19.95
40890.0,9.94
40891.0,56.99
40891.0,93.49
40892.0,174.05
40892.0,1.98
40892.0,4.56
40892.0,214.77
40892.0,0.76
40892.0,7.28
40893.0,22.0
40893.0,18.0
40893.0,35.19
40893.0,63.93
40894.0,7.57
40894.0,1.0
40894.0,12.36
40894.0,36.85
40894.0,2.99
40894.0,65.85
40894.0,10.0
40895.0,434.09
40895.0,10.0
40895.0,29.99
40896.0,167.25
40896.0,1.0
40897.0,2.49
40897.0,196.5
40897.0,100.0
40898.0,4.49
40898.0,12.66
40899.0,188.45
40900.0,170.57
40900.0,90.0
40900.0,32.46
40900.0,36.72
40900.0,14.47
40901.0,68.31
40901.0,45.0
40903.0,7.0
40904.0,135.0
40904.0,325.85
40905.0,149.0
40905.0,0.02
40905.0,4.46
40905.0,214.95
40905.0,250.0
40906.0,19.99
40906.0,0.76
40906.0,0.99
40907.0,26.6
40907.0,98.0
40908.0,2.49
40908.0,156.2
40909.0,6.54
40909.0,236.29
40910.0,79.5
40910.0,49.5
40911.0,33.0
40911.0,1.93
40912.0,1988.0
40912.0,0.99
40913.0,237.88
40913.0,132.6
40913.0,6.78
40914.0,41.26
40914.0,2.29
40914.0,79.9
40915.0,158.0
40917.0,33.03
40918.0,2.49
40918.0,9.99
40918.0,0.76
40918.0,6.06
40919.0,112.33
40919.0,0.99
40919.0,19.02
40920.0,99.99
40920.0,34.0
40920.0,59.9
40920.0,0.99
40921.0,248.95
40921.0,1.51
40922.0,44.45
40922.0,59.9
40923.0,7.59
40924.0,18.96
40924.0,10.42
40926.0,50.0
40927.0,34.0
40927.0,0.67
40927.0,100.0
40928.0,243.25
40929.0,34.35
40929.0,0.0
40929.0,830.57
40930.0,10.4
40930.0,28.44
40931.0,1.98
40931.0,1.79
40931.0,2.39
40932.0,13.99
40932.0,100.0
40932.0,82.72
40934.0,53.9
40934.0,110.0
40934.0,0.79
40935.0,101.77
40935.0,216.34
40935.0,282.77
40936.0,1.98
40936.0,43.8
40937.0,0.0
40938.0,148.54
40938.0,1.5
40938.0,1.98
40938.0,0.76
40938.0,139.84
40938.0,18.0
40939.0,39.83
40939.0,38.64
40939.0,7.59
40940.0,23.9
40941.0,1368.15
40941.0,300.0
40941.0,94.99
40941.0,1.0
40942.0,136.17
40942.0,12.16
40943.0,35.0
40944.0,10.0
40944.0,1.0
40944.0,33.14
40945.0,77.0
40946.0,77.63
40946.0,150.0
40946.0,21.99
40946.0,216.2
40947.0,3.6
40947.0,69.0
40948.0,13.99
40948.0,98.99
40949.0,1229.0
40949.0,125.9
40949.0,39.33
40949.0,79.0
40949.0,404.43
40950.0,104.0
40950.0,118.0
40950.0,321.0
40950.0,66.49
40950.0,318.0
40951.0,19.04
40952.0,39.95
40952.0,11.5
40953.0,0.77
40953.0,33.9
40954.0,43.0
40954.0,50.11
40954.0,14.18
40955.0,8.49
40955.0,1.98
40956.0,20.4
40956.0,279.0
40956.0,12.95
40956.0,30.0
40956.0,75.08
40957.0,65.0
40958.0,29.0
40958.0,1.0
40959.0,26.65
40959.0,129.0
40959.0,4.35
40959.0,61.0
40960.0,48.99
40960.0,52.91
40960.0,69.99
40961.0,1.0
40961.0,1.79
40963.0,124.0
40963.0,1.0
40963.0,1.98
40964.0,86.03
40964.0,4.49
40964.0,24.5
40964.0,25.97
40964.0,36.0
40964.0,7.55
40965.0,21.98
40965.0,0.76
40966.0,40.85
40967.0,94.65
40967.0,48.48
40967.0,110.33
40967.0,20.0
40967.0,27.8
40968.0,56.8
40968.0,47.19
40968.0,3.83
40968.0,80.0
40968.0,8.43
40969.0,24.99
40969.0,6.22
40969.0,158.0
40970.0,1035.18
40970.0,81.18
40970.0,11.5
40970.0,36.29
40970.0,35.9
40971.0,70.0
40971.0,14.62
40972.0,1.98
40972.0,8.92
40972.0,4.49
40973.0,89.99
40973.0,51.02
40973.0,29.99
40973.0,270.07
40974.0,1.0
40974.0,7.57
40974.0,43.92
40974.0,935.52
40974.0,1.5
40974.0,1.0
40976.0,5.0
40976.0,21.48
40976.0,68.69
40977.0,0.0
40977.0,63.22
40977.0,0.89
40978.0,34.0
40978.0,53.98
40978.0,15.0
40978.0,18.9
40978.0,930.73
40979.0,182.08
40979.0,434.63
40979.0,1.0
40980.0,272.76
40980.0,29.0
40980.0,300.0
40981.0,967.99
40982.0,2.69
40982.0,3.1
40983.0,3.56
40983.0,36.46
40984.0,8.98
40985.0,19.6
40985.0,26.7
40985.0,8.99
40985.0,28.9
40986.0,35.99
40986.0,3.75
40987.0,1.79
40988.0,214.0
40988.0,7.55
40990.0,183.28
40991.0,8.49
40991.0,0.92
40991.0,14.99
40992.0,75.0
40992.0,103.0
40993.0,36.25
40993.0,11.5
40993.0,1.29
40993.0,7.1
40993.0,1086.5
40993.0,43.21
40993.0,17.18
40995.0,68.8
40996.0,204.49
40996.0,70.9
40997.0,12.99
40997.0,39.0
40998.0,58.0
40998.0,13.8
40998.0,31.95
40998.0,59.5
40999.0,11.39
40999.0,7.24
41000.0,35.9
41000.0,62.0
41000.0,0.69
41001.0,11.5
41002.0,3.77
41002.0,0.12
41003.0,19.99
41005.0,46.78
41005.0,131.67
41005.0,180.09
41006.0,22.6
41006.0,82.62
41006.0,12.31
41007.0,179.7
41008.0,1.23
41008.0,109.9
41008.0,0.0
41009.0,35.98
41010.0,10.0
41010.0,11.35
41010.0,238.0
41010.0,1.0
41011.0,65.42
41011.0,45.18
41011.0,309.5
41012.0,59.25
41012.0,166.39
41012.0,60.0
41012.0,699.0
41012.0,1823.2
41013.0,418.66
41013.0,1.0
41013.0,61.56
41013.0,7.49
41013.0,29.0
41014.0,7.57
41014.0,77.51
41014.0,173.0
41015.0,641.17
41015.0,55.9
41016.0,1686.1
41016.0,81.39
41016.0,27.95
41016.0,17.18
41018.0,91.6
41018.0,87.44
41018.0,25.0
41018.0,375.0
41020.0,48.95
41020.0,1.46
41022.0,11.5
41022.0,8.68
41024.0,0.02
41024.0,4.5
41024.0,31.61
41024.0,15.48
41024.0,183.81
41024.0,7.25
41024.0,16.5
41025.0,20.94
41025.0,72.38
41025.0,6.99
41025.0,0.01
41025.0,158.0
41026.0,291.48
41026.0,11.35
41027.0,184.25
41028.0,480.19
41028.0,60.0
41028.0,63.25
41028.0,19.99
41029.0,1064.35
41030.0,11.35
41030.0,25.0
41031.0,62.98
41031.0,1.0
41032.0,1.0
41032.0,7.28
41033.0,99.99
41034.0,1984.45
41034.0,5.69
41035.0,253.02
41035.0,76.07
41036.0,1.0
41037.0,8.94
41038.0,16.4
41038.0,1.98
41038.0,70.0
41041.0,0.89
41043.0,148.0
41044.0,1.0
41045.0,34.95
41045.0,23.04
41046.0,148.9
41048.0,561.0
41048.0,33.78
41049.0,45.0
41049.0,11.39
41050.0,162.85
41051.0,42.75
41051.0,42.81
41052.0,0.99
41052.0,139.51
41052.0,2.88
41052.0,15.0
41052.0,200.0
41052.0,10.99
41053.0,134.99
41053.0,1.0
41053.0,2.69
41054.0,118.88
41055.0,131.9
41055.0,36.49
41056.0,463.81
41057.0,0.0
41057.0,1.0
41057.0,20.48
41057.0,54.0
41058.0,34.0
41059.0,135.77
41059.0,56.12
41059.0,1.84
41060.0,1.52
41060.0,232.0
41060.0,85.7
41060.0,652.0
41060.0,39.0
41060.0,0.77
41061.0,7.8
41061.0,463.81
41061.0,95.21
41062.0,3.78
41062.0,242.5
41063.0,50.76
41063.0,92.0
41064.0,37.0
41064.0,1.79
41064.0,53.29
41065.0,9.99
41066.0,18.53
41066.0,18.5
41067.0,1.0
41069.0,105.1
41070.0,25.61
41070.0,81.0
41070.0,12.22
41072.0,507.96
41072.0,55.0
41073.0,47.19
41073.0,59.15
41073.0,310.6
41074.0,1.0
41074.0,34.9
41074.0,42.3
41075.0,159.0
41076.0,0.89
41077.0,310.0
41078.0,5.65
41079.0,1.0
41079.0,75.84
41080.0,70.0
41080.0,9.77
41080.0,0.76
41080.0,179.89
41081.0,120.0
41082.0,1.98
41082.0,15.0
41083.0,7.81
41083.0,2.0
41083.0,39.95
41083.0,66.0
41083.0,22.9
41084.0,350.0
41084.0,22.77
41085.0,42.32
41085.0,139.4
41085.0,1.0
41086.0,30.24
41086.0,36.87
41087.0,26.35
41088.0,28.75
41088.0,221.0
41088.0,0.89
41089.0,124.0
41089.0,1.98
41090.0,36.0
41091.0,24.95
41091.0,0.76
41092.0,0.76
41092.0,1.79
41093.0,1.78
41093.0,529.0
41094.0,38.6
41094.0,9.54
41094.0,71.9
41095.0,2.15
41095.0,28.75
41095.0,88.0
41096.0,49.95
41096.0,89.99
41097.0,8.54
41098.0,45.0
41098.0,1.0
41098.0,29.42
41098.0,7.05
41098.0,53.85
41098.0,8.81
41099.0,1.0
41099.0,13.53
41100.0,194.96
41100.0,961.17
41100.0,92.42
41100.0,220.35
41101.0,1995.18
41101.0,29.95
41101.0,9.99
41101.0,9.99
41101.0,40.0
41102.0,1.29
41102.0,22.71
41102.0,1.29
41103.0,1.98
41103.0,188.08
41103.0,25.78
41104.0,112.49
41104.0,142.5
41105.0,156.2
41105.0,62.98
41105.0,1.0
41105.0,34.42
41106.0,79.5
41107.0,78.1
41107.0,12.32
41107.0,35.45
41107.0,85.86
41108.0,130.62
41108.0,28.0
41109.0,158.76
41109.0,12.99
41109.0,3.27
41110.0,0.69
41110.0,30.0
41111.0,171.95
41111.0,123.98
41112.0,81.94
41112.0,79.0
41112.0,9.99
41113.0,49.0
41113.0,7.61
41113.0,10.65
41113.0,88.95
41114.0,123.65
41114.0,9.99
41114.0,837.04
41115.0,2.89
41115.0,1.52
41115.0,3418.41
41115.0,1.52
41116.0,3.79
41118.0,44.0
41118.0,440.97
41118.0,5.52
41118.0,10.0
41118.0,1.98
41119.0,4.9
41119.0,3.8
41120.0,12.41
41121.0,7.59
41121.0,249.27
41121.0,129.66
41121.0,44.0
41121.0,19.9
41121.0,27.18
41122.0,11.35
41123.0,226.4
41124.0,75.56
41124.0,28.98
41125.0,7.57
41125.0,68.75
41126.0,20.0
41126.0,10.62
41126.0,53.95
41126.0,120.0
41128.0,15.16
41128.0,5.37
41129.0,724.44
41129.0,10.0
41129.0,11.53
41129.0,79.0
41130.0,1.29
41130.0,159.0
41130.0,1.29
41130.0,423.31
41131.0,11.53
41131.0,163.65
41131.0,120.9
41132.0,62.0
41132.0,75.8
41132.0,699.35
41132.0,46.9
41133.0,29.0
41133.0,172.0
41134.0,34.0
41134.0,916.14
41134.0,125.76
41134.0,42.79
41135.0,4.09
41136.0,66.9
41137.0,50.0
41137.0,406.41
41137.0,29.0
41137.0,36.41
41137.0,95.0
41138.0,340.11
41138.0,74.16
41139.0,1.0
41139.0,8.7
41139.0,113.65
41140.0,84.95
41141.0,9.45
41141.0,120.0
41141.0,86.0
41142.0,7.81
41142.0,0.0
41142.0,2.92
41142.0,129.0
41142.0,167.19
41144.0,431.97
41144.0,66.45
41145.0,8.95
41146.0,12.0
41146.0,181.5
41146.0,98.0
41147.0,98.0
41147.0,88.23
41147.0,7.07
41148.0,49.0
41148.0,15.74
41149.0,4.99
41149.0,38.03
41149.0,71.55
41150.0,2.5
41150.0,55.6
41150.0,0.76
41150.0,90.98
41152.0,14.5
41152.0,13.42
41152.0,75.56
41152.0,98.0
41152.0,1.0
41152.0,2.58
41153.0,444.42
41154.0,8.1
41154.0,141.0
41154.0,445.0
41155.0,33.0
41155.0,51.82
41156.0,20.0
41157.0,0.76
41157.0,69.8
41157.0,128.19
41158.0,22.9
41159.0,14.08
41159.0,427.49
41159.0,5.89
41159.0,1.0
41160.0,1.0
41161.0,0.89
41161.0,144.0
41161.0,7.74
41162.0,30.0
41162.0,6.0
41163.0,419.96
41163.0,15.2
41164.0,380.0
41164.0,5.3
41165.0,228.0
41165.0,43.0
41166.0,11.34
41166.0,48.0
41167.0,119.0
41168.0,20.92
41168.0,15.21
41168.0,10.0
41168.0,161.0
41168.0,20.8
41169.0,0.89
41169.0,2.0
41169.0,44.95
41169.0,170.3
41170.0,129.0
41170.0,158.82
41170.0,9.51
41170.0,34.37
41170.0,83.38
41170.0,105.0
41171.0,1.0
41171.0,30.0
41172.0,333.0
41172.0,23.14
41172.0,4.0
41173.0,105.0
41174.0,23.89
41174.0,2.69
41174.0,137.49
41175.0,98.0
41175.0,2.2
41175.0,1.0
41176.0,1.0
41176.0,1.52
41177.0,27.05
41177.0,3.76
41177.0,50.82
41178.0,1163.5
41180.0,30.8
41180.0,197.0
41180.0,78.0
41180.0,274.0
41181.0,8.79
41181.0,705.9
41181.0,11.38
41182.0,11.7
41182.0,46.08
41182.0,16.25
41183.0,1.0
41184.0,6.24
41184.0,86.6
41184.0,13.17
41185.0,1.0
41185.0,1.0
41185.0,29.01
41185.0,25.0
41186.0,99.8
41186.0,17.9
41186.0,9.99
41187.0,64.99
41187.0,1.0
41188.0,1.98
41189.0,1.98
41189.0,1.79
41189.0,24.5
41189.0,1944.84
41189.0,1159.67
41189.0,1.98
41190.0,1280.0
41190.0,22.08
41190.0,336.0
41190.0,2.23
41191.0,1.79
41191.0,175.1
41191.0,79.0
41191.0,27.2
41191.0,24.99
41192.0,1.0
41192.0,6.99
41192.0,28.52
41193.0,47.32
41193.0,40.34
41194.0,795.87
41194.0,1.52
41195.0,22.5
41195.0,105.41
41195.0,1.9
41196.0,101.4
41197.0,8.99
41197.0,326.0
41198.0,1.82
41198.0,208.45
41199.0,9.68
41199.0,135.55
41199.0,1.29
41199.0,11.0
41199.0,41.02
41200.0,8.99
41200.0,17.95
41200.0,1.0
41201.0,2.5
41202.0,32.68
41202.0,700.67
41203.0,380.0
41203.0,1.79
41203.0,88.23
41204.0,51.12
41204.0,0.76
41204.0,1.56
41204.0,30.26
41205.0,179.41
41206.0,13.28
41207.0,7.18
41208.0,69.18
41208.0,169.4
41208.0,99.0
41208.0,7.53
41208.0,4.46
41208.0,3.87
41209.0,44.49
41210.0,56.62
41212.0,176.0
41212.0,35.99
41212.0,70.33
41213.0,39.91
41213.0,18.0
41214.0,13.0
41214.0,132.71
41216.0,16.75
41216.0,211.75
41217.0,34.9
41217.0,259.98
41217.0,22.99
41217.0,35.0
41218.0,22.72
41219.0,15.0
41219.0,230.0
41220.0,277.75
41220.0,109.0
41221.0,256.0
41221.0,15.0
41222.0,1.59
41222.0,14.99
41223.0,50.0
41223.0,47.7
41223.0,158.0
41224.0,0.89
41224.0,0.0
41224.0,1.0
41227.0,8.34
41227.0,459.07
41228.0,99.0
41228.0,23.97
41228.0,1167.04
41229.0,36.8
41230.0,1.0
41231.0,462.48
41231.0,23.9
41231.0,3.57
41231.0,9.99
41231.0,229.5
41231.0,60.08
41232.0,133.23
41233.0,26.98
41233.0,7.79
41233.0,0.0
41233.0,7.07
41233.0,34.89
41233.0,90.0
41234.0,49.95
41234.0,52.41
41234.0,14.6
41234.0,320.0
41235.0,22.27
41236.0,69.99
41237.0,45.0
41237.0,294.9
41237.0,198.08
41237.0,118.3
41238.0,9.99
41238.0,203.0
41238.0,27.3
41238.0,108.35
41238.0,10.7
41238.0,156.09
41240.0,35.9
41240.0,1.0
41240.0,87.53
41242.0,7.59
41242.0,0.89
41242.0,10.69
41243.0,79.0
41243.0,16.54
41243.0,45.49
41244.0,0.99
41244.0,5.29
41244.0,2.69
41244.0,1.0
41245.0,106.75
41246.0,0.76
41246.0,7.54
41246.0,8.79
41247.0,15.0
41248.0,75.99
41249.0,210.82
41249.0,104.45
41250.0,10.5
41250.0,0.77
41250.0,89.3
41251.0,599.71
41251.0,19.99
41251.0,719.96
41252.0,52.82
41252.0,41.14
41252.0,3.15
41253.0,7.68
41253.0,30.43
41254.0,1.0
41254.0,9.99
41255.0,1.0
41258.0,1.77
41258.0,11.49
41258.0,53.13
41258.0,629.26
41259.0,22.77
41259.0,401.54
41259.0,23.32
41259.0,1.98
41259.0,9.99
41259.0,59.95
41260.0,35.08
41260.0,15.16
41261.0,1.54
41261.0,1.78
41261.0,173.85
41262.0,29.0
41263.0,1.0
41263.0,0.89
41263.0,2.0
41264.0,78.52
41265.0,57.0
41265.0,61.38
41265.0,358.99
41266.0,12.0
41266.0,1195.54
41266.0,22.17
41267.0,1.0
41267.0,146.0
41268.0,112.9
41268.0,410.0
41268.0,39.95
41268.0,53.0
41269.0,25.0
41269.0,85.0
41270.0,62.17
41271.0,9.99
41271.0,23.53
41271.0,49.95
41272.0,40.0
41273.0,62.6
41273.0,247.46
41273.0,1464.94
41273.0,195.0
41273.0,195.0
41273.0,260.0
41273.0,173.07
41273.0,52.9
41274.0,15.0
41275.0,20.0
41275.0,11.39
41276.0,26.48
41277.0,18.28
41277.0,1.5
41278.0,20.0
41278.0,29.99
41278.0,84.95
41280.0,1.98
41280.0,7.59
41281.0,0.95
41281.0,30.0
41281.0,30.0
41281.0,96.88
41281.0,10.0
41282.0,12.49
41283.0,1.18
41283.0,7.57
41283.0,62.6
41283.0,1.98
41283.0,0.76
41283.0,67.2
41283.0,96.9
41284.0,19.09
41284.0,15.48
41284.0,210.75
41285.0,26.67
41285.0,1.98
41285.0,37.32
41286.0,1196.0
41286.0,62.64
41286.0,10.62
41286.0,0.79
41287.0,9.99
41287.0,23.99
41287.0,23.98
41287.0,28.62
41287.0,0.77
41288.0,4.0
41288.0,20.0
41288.0,9.99
41289.0,46.17
41289.0,12.31
41289.0,272.78
41290.0,37.61
41290.0,10.68
41291.0,320.0
41291.0,340.53
41292.0,1.0
41292.0,126.86
41293.0,100.0
41293.0,14.42
41294.0,2.11
41295.0,7.59
41295.0,81.05
41295.0,47.0
41295.0,11.0
41296.0,2.69
41296.0,69.0
41296.0,0.55
41297.0,172.28
41298.0,0.01
41298.0,52.0
41298.0,0.77
41298.0,508.0
41298.0,45.0
41298.0,29.47
41300.0,24.11
41302.0,37.99
41302.0,10.4
41302.0,4.49
41303.0,156.0
41303.0,0.76
41303.0,277.38
41304.0,158.0
41305.0,806.51
41305.0,39.95
41305.0,59.68
41306.0,18.4
41306.0,380.19
41306.0,94.95
41307.0,4.78
41307.0,147.0
41307.0,2.0
41308.0,70.0
41308.0,17.99
41308.0,0.76
41308.0,275.87
41309.0,72.0
41309.0,10.0
41309.0,16.16
41311.0,348.75
41311.0,1.52
41311.0,7.62
41311.0,34.4
41311.0,376.5
41312.0,69.0
41312.0,1.0
41313.0,17.8
41313.0,9.99
41313.0,49.95
41314.0,17.4
41314.0,30.04
41314.0,8.96
41314.0,17.18
41314.0,75.46
41315.0,117.99
41315.0,40.0
41316.0,0.89
41317.0,11.5
41317.0,100.89
41317.0,9.99
41318.0,115.4
41318.0,370.5
41319.0,152.0
41319.0,2.69
41319.0,362.97
41319.0,9.19
41320.0,121.65
41320.0,18.99
41322.0,83.32
41322.0,47.4
41322.0,34.4
41322.0,9.99
41322.0,1.98
41325.0,33.93
41326.0,54.29
41326.0,101.8
41326.0,19.55
41326.0,24.95
41327.0,144.0
41327.0,263.72
41327.0,126.38
41328.0,1.0
41328.0,85.97
41329.0,23.0
41329.0,1.0
41329.0,99.99
41329.0,12.06
41329.0,10.0
41330.0,12.36
41331.0,12.99
41331.0,5.99
41332.0,15.27
41332.0,39.85
41332.0,26.9
41333.0,25.03
41333.0,9.09
41334.0,30.0
41334.0,49.2
41334.0,155.81
41334.0,35.55
41334.0,5.27
41335.0,30.0
41335.0,119.99
41335.0,11.43
41335.0,11.5
41335.0,20.6
41337.0,17.99
41337.0,151.5
41337.0,72.0
41337.0,9.99
41337.0,61.18
41338.0,84.0
41338.0,30.98
41339.0,72.0
41339.0,15.0
41340.0,12.75
41340.0,90.92
41340.0,90.0
41341.0,650.0
41341.0,600.0
41341.0,41.0
41342.0,108.0
41342.0,280.0
